satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly
STARLINK-32281,60375.0,53.1607,7.28e-05,15.30168477,190.6846,41.8056,318.3
STARLINK-32277,60376.0,53.16,0.0001613,15.30192413,190.8915,97.6402,262.4782
STARLINK-32269,60377.0,53.1607,0.0001135,15.30174713,190.7916,88.3795,271.7336
QIANFAN-1,60379.0,88.9678,0.0015782,13.51002233,287.6295,247.944,112.0035
QIANFAN-2,60380.0,88.9665,0.0011597,13.51006338,287.4502,215.7533,144.2842
QIANFAN-3,60381.0,88.9657,0.0012435,13.51002483,287.5736,230.2021,129.8036
QIANFAN-4,60382.0,88.9682,0.0011763,13.51003539,287.5021,218.7945,141.2363
QIANFAN-5,60383.0,88.9657,0.0013515,13.51004439,287.5962,243.049,116.9281
QIANFAN-6,60384.0,88.9684,0.0011739,13.51004544,287.3781,225.4194,134.6
QIANFAN-7,60385.0,88.9708,0.001622,14.27785322,280.4911,37.9139,322.3194
QIANFAN-8,60386.0,88.9685,0.0015133,13.51006149,287.6165,229.0665,130.9177
QIANFAN-9,60387.0,88.9683,0.0014837,13.51000622,287.6923,228.782,131.2053
QIANFAN-10,60388.0,88.9693,0.0013881,13.50999402,287.0498,203.7978,156.2533
QIANFAN-11,60389.0,88.9619,0.0012883,13.51006267,287.5492,227.6889,132.3172
QIANFAN-12,60390.0,88.9662,0.001155,13.5100381,287.6397,236.3996,123.6053
QIANFAN-13,60391.0,88.9674,0.0011325,13.51004078,287.7563,239.4875,120.5159
QIANFAN-14,60392.0,88.9653,0.0015009,13.51004431,287.6274,240.2572,119.7086
QIANFAN-15,60393.0,88.9676,0.0011072,13.51007545,287.6097,223.4901,136.5378
QIANFAN-16,60394.0,88.9679,0.001289,13.51000945,287.7345,244.2156,115.7665
QIANFAN-17,60395.0,88.969,0.0013378,13.51007283,287.7932,237.22,122.7663
QIANFAN-18,60396.0,88.9684,0.0013069,13.51006387,287.3207,217.8718,142.1515
STARLINK-11228 [DTC],60398.0,53.1595,6.82e-05,15.69682395,321.3274,130.1569,229.9509
STARLINK-11182 [DTC],60399.0,53.1587,5.99e-05,15.69688153,321.856,78.8135,281.295
STARLINK-11234 [DTC],60400.0,53.1572,0.0001176,15.69663189,321.8249,84.0533,276.0619
STARLINK-11232 [DTC],60401.0,53.1576,7.65e-05,15.69672938,321.1666,73.2722,286.838
STARLINK-11139 [DTC],60402.0,53.1567,0.0001131,15.69686159,321.1368,85.7298,274.3849
STARLINK-11158 [DTC],60403.0,53.1579,0.000123,15.69675497,321.5217,35.41,324.7
STARLINK-11199 [DTC],60404.0,53.1572,8.44e-05,15.69690337,321.4851,85.2869,274.8245
STARLINK-11081 [DTC],60405.0,53.1583,6.96e-05,15.69687234,322.081,73.3326,286.7768
STARLINK-11150 [DTC],60406.0,53.158,9.61e-05,15.69706031,321.4225,75.298,284.8144
STARLINK-11136 [DTC],60407.0,53.1574,6.89e-05,15.69687835,321.389,83.7291,276.3806
STARLINK-11196 [DTC],60408.0,53.1581,0.000157,15.69691868,321.3569,88.1008,272.019
STARLINK-11174 [DTC],60409.0,53.1571,0.0001423,15.69726596,321.2877,130.6135,229.5007
STARLINK-11191 [DTC],60410.0,53.159,9.22e-05,15.69691416,321.2566,86.5934,273.5189
STARLINK-32244,60411.0,53.1602,0.000128,15.30185676,123.9922,99.3724,260.7422
STARLINK-32186,60412.0,53.1602,0.0001415,15.30194779,123.9756,64.28,295.8347
STARLINK-32178,60413.0,53.16,0.000128,15.30189057,123.9103,121.942,238.1705
STARLINK-32234,60414.0,53.1605,0.0001247,15.30200717,123.9535,91.6782,268.4361
STARLINK-32265,60415.0,53.1604,0.0001388,15.30240588,123.931,106.0022,254.1132
STARLINK-32197,60416.0,53.1588,0.0001229,15.30234742,114.0095,98.2124,261.9016
STARLINK-32255,60417.0,53.1596,9.71e-05,15.30192806,123.8706,89.417,270.6942
STARLINK-32236,60418.0,53.1597,0.0001575,15.30192839,123.8416,82.2648,277.8532
CAPELLA-13 (ACADIA-3),60419.0,53.0058,0.0001219,14.87644769,21.1184,85.8467,274.2652
ASBM-1,60422.0,62.7993,0.5578104,1.50424205,48.6139,269.1541,30.1274
ASBM-2,60423.0,62.7709,0.5574682,1.50424068,48.4909,269.2221,30.136
STARLINK-32250,60425.0,53.1603,0.000147,15.30194464,98.533,79.3197,280.7969
STARLINK-32226,60426.0,53.1608,0.0001399,15.30197839,98.5168,91.6427,268.4734
STARLINK-32254,60427.0,53.159,0.0001207,15.30181835,98.4397,83.5186,276.5952
STARLINK-32193,60428.0,53.1602,0.0001368,15.30185685,98.5126,67.3392,292.7753
STARLINK-32242,60429.0,53.1608,0.0001447,15.30197234,98.4615,98.4928,261.6237
STARLINK-32196,60430.0,53.1601,0.0001142,15.3019179,98.4192,98.683,261.4301
STARLINK-32232,60431.0,53.1608,0.0001301,15.30203131,98.4856,61.9856,298.1277
STARLINK-32246,60432.0,53.16,0.0001222,15.30191761,98.4138,81.6903,278.4236
STARLINK-32183,60433.0,53.16,0.0001126,15.30169369,98.7026,95.4458,264.6672
STARLINK-32233,60434.0,53.1599,0.0001169,15.30183109,98.3378,97.4521,262.6613
STARLINK-32222,60435.0,53.1614,0.0001362,15.30172291,98.3584,75.6428,284.4724
STARLINK-32229,60436.0,53.1601,0.0001006,15.30179728,98.3156,78.3593,281.7521
STARLINK-32241,60437.0,53.1595,9.66e-05,15.30189433,98.3104,97.0907,263.0204
STARLINK-32240,60438.0,53.1585,9.25e-05,15.30190349,98.2983,87.1821,272.9286
STARLINK-32231,60439.0,53.1597,0.0001076,15.30193985,98.252,88.3898,271.7226
STARLINK-32195,60440.0,53.159,9.56e-05,15.30207991,98.2811,80.6573,279.4536
STARLINK-32177,60441.0,53.1613,0.0001311,15.30194743,98.2356,90.5255,269.5896
STARLINK-32252,60442.0,53.1606,0.0001299,15.30193165,98.1924,86.4781,273.6368
STARLINK-32237,60443.0,53.1606,0.0001268,15.30194804,98.213,87.9614,272.1532
STARLINK-32249,60444.0,53.1605,0.0001446,15.30189841,97.8444,68.0544,292.0611
STARLINK-32228,60445.0,53.1603,0.0001219,15.30188179,98.1721,82.7671,277.3469
STARLINK-32247,60446.0,53.1608,0.0001385,15.30179284,88.0918,89.0374,271.0785
STARLINK-32101,60447.0,53.1605,0.0001197,15.30194396,98.2055,83.6066,276.5071
LEGION 3,60452.0,45.0009,0.0007602,15.15433435,66.8974,108.4733,251.6972
LEGION 4,60453.0,45.0005,0.0015649,15.15432616,158.7705,259.3705,100.5411
EOS-08,60454.0,37.3805,0.0003288,15.45312396,181.732,343.556,16.5097
YAOGAN-43 01A,60458.0,35.0054,0.0004305,15.33679015,254.766,262.4782,97.5447
YAOGAN-43 01B,60459.0,34.9931,0.0008012,15.34134396,250.5405,249.5532,110.4326
YAOGAN-43 01C,60460.0,34.9995,0.0006382,15.23287774,269.4054,253.8267,106.1745
YAOGAN-43 01D,60461.0,35.0038,0.0002542,15.28871148,258.4909,247.7403,112.3044
YAOGAN-43 01E,60462.0,34.9931,0.0006041,15.23173491,267.1324,270.9631,89.0392
YAOGAN-43 01F,60463.0,34.9915,0.0007367,15.30678779,262.2333,260.7615,99.2269
YAOGAN-43 01G,60464.0,35.0004,0.0005894,15.28820073,260.8544,193.5856,166.4703
YAOGAN-43 01H,60465.0,34.9963,0.0007515,15.26405292,265.4594,244.8346,115.1591
YAOGAN-43 01J,60466.0,34.992,0.0007957,15.3451572,250.5775,299.6196,60.3729
TRANSPORTER-11 OBJECT A,60468.0,97.375,0.0004806,15.31712505,174.3878,118.3504,241.8223
WARATAH SEED-1,60469.0,97.3706,0.0003246,15.3410818,174.7941,119.87,240.2866
PHISAT 2,60470.0,97.3777,0.0002958,15.30007773,173.8515,122.9018,237.2507
LEMUR-2-TOMATOKECHUP,60471.0,97.381,0.0003202,15.34518693,176.139,122.7328,237.4224
CONNECTA IOT-1,60472.0,97.378,0.0002792,15.22966794,171.7575,141.4123,218.7314
LOPEN,60473.0,97.3792,0.0002488,15.37586212,177.0934,134.0414,226.1036
ROCK,60474.0,97.3784,0.0002855,15.37598879,177.0989,131.6537,228.4952
CONNECTA IOT-3,60475.0,97.3756,0.0003911,15.22973417,171.4904,142.4375,217.7135
QUBE,60476.0,97.3784,0.0003154,15.43882701,179.4345,130.7927,229.3595
WREN-1,60478.0,97.3782,0.0005246,15.38732441,177.6924,157.0647,203.0833
TOMORROW-S1,60479.0,97.3764,0.0003895,15.31693328,174.968,133.1131,227.0437
FLOCK 4BE-18,60480.0,97.3741,0.0004852,15.39466647,177.2571,151.5988,208.5523
FLOCK 4BE-7,60481.0,97.3767,0.0004029,15.37419715,176.8231,150.5214,209.6259
FLOCK 4BE-26,60484.0,97.3715,0.0005693,15.50324895,177.5004,182.3845,177.7381
TOMORROW-S2,60485.0,97.3832,0.000369,15.3168807,175.3545,151.5557,208.5886
FLOCK 4BE-36,60486.0,97.3754,0.0004534,15.4036818,177.8557,160.4027,199.7394
FLOCK 4BE-25,60487.0,97.3811,0.0003432,15.36916534,176.9264,144.3207,215.8268
FLOCK 4BE-31,60488.0,97.3811,0.0003574,15.41287355,178.5507,156.4186,203.7225
FLOCK 4BE-20,60489.0,97.3716,0.0004765,15.36132085,175.9841,156.4314,203.7149
FLOCK 4BE-23,60490.0,97.3795,0.0004341,15.35768501,176.3571,161.9307,198.2092
FLOCK 4BE-15,60491.0,97.3725,0.0005271,15.45194719,177.6739,224.5482,135.5344
FLOCK 4BE-17,60492.0,97.3786,0.0004126,15.376369,177.1191,151.4286,208.7186
NUSAT-50 (NANCY ROMAN),60493.0,97.3788,0.000451,15.30562305,175.9829,146.311,213.8418
FLOCK 4BE-22,60494.0,97.3747,0.0004424,15.38895471,177.1819,162.1394,198.0008
FLOCK 4BE-34,60495.0,97.3788,0.0004585,15.39016342,177.9717,166.3265,193.8105
TYCHE,60496.0,97.3774,0.0004823,15.25945803,172.9694,153.8564,206.2918
FLOCK 4BE-32,60497.0,97.3733,0.000454,15.39696096,177.49,165.9117,194.2257
NUSAT-48 (HENRIETTA LE*),60498.0,97.3906,0.0004419,15.29831274,176.0699,160.5436,199.5974
FLOCK 4BE-30,60499.0,97.3808,0.0003402,15.42645016,178.1178,206.3565,153.751
NUSAT-49 (KLARA DAN VO*),60500.0,97.3795,0.0003063,15.29587036,175.9599,164.3727,195.7608
FLOCK 4BE-11,60501.0,97.3716,0.0004684,15.40502943,177.616,166.8613,193.2756
YAM-7,60504.0,97.3801,0.0003555,15.30791508,174.8195,172.3357,187.7939
FLOCK 4BE-24,60505.0,97.3726,0.0004733,15.40359004,177.845,176.1546,183.9738
LUR-1,60506.0,97.3764,0.0003891,15.29129026,173.6031,186.1344,173.9849
TANAGER-1,60507.0,97.3731,0.0007137,15.43783502,187.9617,201.6632,158.4315
EAGLEEYE,60508.0,97.3739,0.0003819,15.60442472,184.1057,172.127,188.0048
FLOCK 4BE-29,60509.0,97.3818,0.0003167,15.41686289,179.0791,179.3714,180.7537
TRANSPORTER-11 OBJECT AU,60510.0,97.3739,0.0003955,15.38172107,177.4501,175.0144,185.1141
FLOCK 4BE-2,60511.0,97.3825,0.0004309,15.45808399,179.834,179.7061,180.4192
FLOCK 4BE-13,60512.0,97.373,0.0004769,15.39864623,177.9442,163.1654,196.9751
FLOCK 4BE-27,60513.0,97.3839,0.0003952,15.33178449,176.0983,186.9857,173.1331
FLOCK 4BE-9,60514.0,97.3805,0.0003293,15.3858911,177.8749,178.4971,181.6285
FLOCK 4BE-6,60516.0,97.38,0.0003984,15.37562039,177.3359,180.2465,179.8778
FLOCK 4BE-14,60517.0,97.371,0.0004992,15.38726009,177.4659,184.1465,175.974
FLOCK 4BE-1,60518.0,97.3791,0.0004702,15.40160857,178.4486,183.4788,176.6427
FLOCK 4BE-28,60519.0,97.3758,0.0004754,15.42306915,178.9446,181.9648,178.1581
IPERDRONE.0,60520.0,97.3791,0.0003875,15.57801381,184.3531,158.3548,201.7872
TRANSPORTER-11 OBJECT BF,60521.0,97.3797,0.0003998,15.64752343,185.7657,165.396,194.7416
CONNECTA IOT-2,60522.0,97.3859,0.0005653,15.23329228,173.4631,212.4027,147.6864
PTD-R (TYVAK-0127),60523.0,97.376,0.0004648,15.77649564,189.0308,202.0864,158.0203
CONNECTA IOT-4,60524.0,97.381,0.000571,15.39536271,177.8175,185.0504,175.0685
ORESAT0.5,60525.0,97.373,0.0006069,15.42354507,179.247,173.6403,186.4923
DEIMOS,60526.0,97.3789,0.0005926,15.41625768,179.4114,179.5284,180.597
CUAVA-2,60527.0,97.3744,0.0006965,15.34407754,175.6593,186.1004,174.0156
ERNST,60528.0,97.382,0.0006175,15.37259544,177.4809,187.7217,172.3933
TORO,60530.0,97.6807,0.0001329,14.96149702,170.2642,109.3368,250.7998
HYPSO-2,60531.0,97.6842,0.0001776,14.98431245,171.5023,134.5457,225.5911
LEMU NGE,60532.0,97.6864,6.13e-05,14.94649413,170.6127,131.7813,228.346
LEMUR-2-STELLA,60533.0,97.6742,7.73e-05,15.10218136,176.4021,117.6849,242.4459
SATELIOT_2,60534.0,97.685,0.0001058,14.96089317,170.5061,74.3039,285.8299
NIGHTJAR,60535.0,97.6859,0.0001668,14.98596615131796,171.9706,95.6022,264.5391
LEMUR-2-MARHISYAM,60536.0,97.6884,0.000232,15.09742954,176.7928,51.5469,308.5967
SATELIOT_4,60537.0,97.6763,2.32e-05,14.96392512,170.0436,304.5837,55.5362
PICO-02A021,60538.0,97.6777,0.0002593,15.02532624,172.9812,265.2249,94.868
ICEYE-X43,60539.0,97.6831,0.0002376,14.99568756,172.1359,28.209,331.9262
HAWK-10A,60540.0,97.6909,0.0002488,14.96284401,171.3987,340.7099,19.4028
UMBRA-09,60541.0,97.6962,0.0001825,15.1583332,180.2617,205.8844,154.2297
QPS-SAR-8 (AMATERU-IV),60542.0,97.6684,0.0003624,15.03399051,174.0099,34.0347,326.1111
ARCTIC WEATHER SATELLITE,60543.0,97.684,0.0002399,14.89808664,166.7715,34.0433,326.0938
CAPELLA-15 (ACADIA-5),60544.0,97.6803,0.000266,14.9247224,168.9718,334.9199,25.1891
HAWK-10B,60545.0,97.6833,0.0004743,14.96286527,170.8279,355.9941,4.1241
ICEYE-X39,60546.0,97.6791,0.0002084,14.99420866,172.237,327.6303,32.4792
UMBRA-10,60547.0,97.6973,0.0001448,15.15831394,180.283,169.7719,190.3543
ICEYE-X33,60548.0,97.7059,0.0005173,15.01427792,173.8116,53.847,306.3233
ICEYE-X40,60549.0,97.6818,0.0003617,14.97688343,171.9055,339.2725,20.8349
SATELIOT_1,60550.0,97.6759,0.0005521,14.97750792,171.349,330.8159,29.2754
BRO-14,60551.0,97.6894,0.0006229,14.9601841,171.263,0.4683,359.6543
SATELIOT_3,60552.0,97.6849,0.0004624,14.97757544,172.0487,348.6831,11.4287
BRO-15,60553.0,97.6823,0.0007525,14.95987708,170.9813,344.8045,15.2949
UM5-RIBAT,60554.0,97.6708,7.82e-05,15.00670682,172.9939,71.7881,288.3428
UM5-EOSAT,60555.0,97.6748,0.0005442,15.01092344,173.8528,26.7911,333.3593
KANYINI,60556.0,97.3751,0.0002803,15.47718429,179.4008,145.0486,215.0949
TROOP-F2,60557.0,97.3511,0.0002405,15.80576416,186.668,219.8491,140.26
FLOCK 4BE-35,60558.0,97.3745,0.0005792,15.49526511,177.905,199.0248,161.0787
FLOCK 4BE-5,60559.0,97.3852,0.0003716,15.38091327,177.5846,182.3413,177.7815
FLOCK 4BE-12,60560.0,97.3705,0.0006721,15.5374889,178.7875,202.3487,157.7475
FLOCK 4BE-3,60561.0,97.3711,0.0004949,15.39264488,177.5536,177.7688,182.358
HYPERFIELD-1A,60562.0,97.3819,0.0004739,15.30115201,174.7897,195.112,164.9979
FLOCK 4BE-19,60563.0,97.3752,0.0004607,15.41602779,178.7293,180.9988,179.125
PTD-4 (LISA-T),60565.0,97.6969,0.0001919,15.19146191,181.5772,294.0299,66.0734
ION SCV-012,60573.0,97.6809,0.0002788,14.94780785,169.7774,355.5055,4.6141
GNOMES-5,60574.0,97.6872,0.0007912,15.00562287,172.9416,20.4569,339.697
HAWK-10C,60575.0,97.6754,0.0001998,14.96285892,170.1766,326.1891,33.9203
LEMUR-2-AHMED-ASRAR,60576.0,97.7008,0.0001231,15.11084817,178.5804,211.924,148.1916
LEMUR-2-LLOYD,60577.0,97.6764,0.0004711,15.0784252,175.3855,59.3933,300.7759
LEMUR-2-SQUIRRELCOMM,60578.0,97.6729,0.0003993,15.06301128,175.3992,312.9315,47.1576
LEMUR-2-SIERRINI,60579.0,97.6849,0.0006489,15.09416567,176.5629,79.7411,280.4549
SEDNA-1,60580.0,97.6654,0.0008098,15.06065415,175.0646,232.4543,127.5949
STARLINK-31844,60583.0,53.1594,0.0001704,15.30152871,191.1979,78.8501,281.2691
STARLINK-32204,60584.0,53.1612,0.0001184,15.30177664,188.324,127.1254,232.9855
STARLINK-32130,60585.0,53.1598,0.0001546,15.3016297,188.4721,38.5806,321.5305
STARLINK-32173,60586.0,53.1616,4.88e-05,15.3016628,188.2475,103.1531,256.9524
STARLINK-31911,60587.0,53.1601,0.0001497,15.30178198,188.4118,81.8566,278.2605
STARLINK-31994,60588.0,53.1572,9.98e-05,15.30174605,187.8922,103.4173,256.6939
STARLINK-32169,60589.0,53.1589,0.0001543,15.3018846,188.5436,65.0623,295.0538
STARLINK-32209,60590.0,53.1606,0.0001058,15.30159646,188.2782,75.9094,284.2024
STARLINK-32170,60591.0,53.1604,0.0001322,15.30169014,188.511,54.1598,305.9526
STARLINK-31497,60592.0,53.1632,7.33e-05,15.30183015,188.3665,73.1412,286.9669
STARLINK-32161,60593.0,53.1583,0.000117,15.30174966,187.9623,40.4411,319.6677
STARLINK-32210,60594.0,53.1609,0.0001932,15.30178741,187.875,94.4256,265.6966
STARLINK-32202,60595.0,53.1588,0.0001783,15.30182158,188.449,107.0163,253.1034
STARLINK-31930,60596.0,53.159,0.0001217,15.30174592,187.912,106.1704,253.9431
STARLINK-32162,60597.0,53.1598,0.0001447,15.30177502,188.5303,47.4957,312.6166
STARLINK-32208,60598.0,53.1597,0.0002036,15.30182931,188.5514,113.321,246.8006
STARLINK-32165,60599.0,53.1602,0.000165,15.30157516,188.4903,59.0408,301.0755
STARLINK-31923,60600.0,53.1597,0.0001511,15.30169776,188.423,82.384,277.7333
STARLINK-31988,60601.0,53.1593,8.7e-05,15.30183443,188.382,99.5924,260.5175
STARLINK-31983,60602.0,53.1619,6.76e-05,15.30182682,188.3022,152.5353,207.5684
STARLINK-31874,60603.0,53.1637,0.0001143,15.30203815,188.3437,116.9532,243.1586
STARLINK-32039,60604.0,53.1589,0.0001479,15.30189638,190.8217,92.0228,268.0942
ZHONGXING-4A,60606.0,1.5055,0.0001198,1.00273647,271.6427,100.4408,32.8703
STARLINK-11247 [DTC],60720.0,53.1582,0.0002009,15.69690676,351.8788,46.6149,313.5036
STARLINK-11259 [DTC],60721.0,53.1589,0.0001399,15.69695344,352.1566,116.7517,243.3644
STARLINK-11188 [DTC],60722.0,53.1587,7.19e-05,15.69661917,352.1259,71.0325,289.0771
STARLINK-11272 [DTC],60723.0,53.1593,0.0001109,15.69704102,351.1144,92.0408,268.0737
STARLINK-11261 [DTC],60724.0,53.1588,0.0001096,15.69686465,352.097,87.4535,272.6608
STARLINK-11263 [DTC],60725.0,53.1595,9.45e-05,15.6969488,351.0838,136.3024,223.8069
STARLINK-11235 [DTC],60726.0,53.1579,0.0001042,15.69706228,351.0539,74.5642,285.5491
STARLINK-11080 [DTC],60727.0,53.1579,7.35e-05,15.69695482,350.7076,97.3421,262.768
STARLINK-11249 [DTC],60728.0,53.1582,0.0001728,15.69700339,350.6727,128.6143,231.503
STARLINK-11146 [DTC],60729.0,53.1579,0.0001121,15.69678671,351.2591,121.2589,238.8539
STARLINK-11255 [DTC],60730.0,53.1577,6.3e-05,15.69710821,350.6092,71.2759,288.8328
STARLINK-11254 [DTC],60731.0,53.1579,0.0001256,15.69684332,351.5168,110.0811,250.0343
STARLINK-11266 [DTC],60732.0,53.1576,0.0001377,15.69690433,351.1607,126.7083,233.4062
STARLINK-32253,60733.0,53.1573,0.0001338,15.30202138,149.6694,64.3413,295.7725
STARLINK-32179,60734.0,53.161,9.46e-05,15.30176334,153.2827,60.2654,299.844
STARLINK-32272,60735.0,53.129,0.0013687,16.07971951,127.7418,11.7328,348.4022
STARLINK-32289,60737.0,53.1609,0.0001558,15.30171198,153.1995,86.8393,273.2786
STARLINK-32304,60738.0,53.1587,0.0001206,15.30177664,153.1796,98.976,261.1378
STARLINK-32235,60739.0,53.1598,0.0001032,15.30173529,153.1581,112.0911,248.02
STARLINK-32315,60740.0,53.1607,0.0001679,15.30153193,153.1399,162.0593,198.0468
2024-153A,60745.0,97.6626,0.0007628,15.40561102,232.1647,42.4237,317.7597
2024-153B,60746.0,97.6671,0.0010981,15.31473313,231.1163,66.8211,293.4185
2024-153C,60747.0,97.667,0.0009676,15.38015035,233.1568,58.6331,301.5859
2024-153D,60748.0,97.6682,0.0003303,15.25774145,230.1775,102.7599,257.4008
2024-153E,60749.0,97.664,0.0001794,15.2514726,229.7429,139.2096,220.9276
2024-153F,60750.0,97.6607,0.0006768,15.24008878,229.1432,140.5677,219.6054
STARLINK-11242 [DTC],60903.0,53.1593,8.17e-05,15.69714681,5.592,68.4034,291.7071
STARLINK-11256 [DTC],60904.0,53.1599,6.39e-05,15.69695608,5.5637,152.7459,207.3593
STARLINK-11159 [DTC],60905.0,53.1588,8.88e-05,15.69717169,6.5444,91.2165,268.8954
STARLINK-11264 [DTC],60906.0,53.1589,0.0001077,15.69717763,5.8819,78.4893,281.6245
STARLINK-11226 [DTC],60907.0,53.1588,0.000136,15.69699757,6.48,138.8155,221.2966
STARLINK-11229 [DTC],60908.0,53.1586,0.0001045,15.69684485,6.4446,101.0642,259.0494
STARLINK-11265 [DTC],60909.0,53.1592,9.71e-05,15.69730333,6.2612,71.7202,288.3922
STARLINK-11250 [DTC],60910.0,53.1588,0.000123,15.69715558,5.7825,121.2198,238.894
STARLINK-11190 [DTC],60911.0,53.1593,0.0001858,15.69658675,5.7475,134.2584,225.8586
STARLINK-11225 [DTC],60912.0,53.1589,0.0001394,15.69686953,6.3474,94.3673,265.7504
STARLINK-11273 [DTC],60913.0,53.1572,0.0001003,15.69711642,5.6866,107.8777,252.2351
STARLINK-11271 [DTC],60915.0,53.1591,0.0001116,15.69688768,6.2498,47.2436,312.8676
STARLINK-32371,60916.0,53.1594,0.0001403,15.30191493,165.2588,101.2034,258.9124
STARLINK-32369,60917.0,53.1604,0.000182,15.30216217,165.1507,43.8753,316.2392
STARLINK-32317,60918.0,53.1616,0.0001357,15.30167372,168.7561,92.3163,267.7993
STARLINK-32367,60919.0,53.1606,0.0001357,15.30177121,165.0698,89.8734,270.2422
STARLINK-32345,60920.0,53.163,6.52e-05,15.30181092,165.7271,120.4128,239.6937
STARLINK-32356,60921.0,53.1598,0.0001493,15.3018612,165.2033,107.7334,252.383
STARLINK-32274,60922.0,53.1593,0.0001228,15.30198382,165.6074,95.2875,264.8266
STARLINK-32373,60923.0,53.1603,0.0001369,15.30162521,168.697,124.237,235.8761
STARLINK-11239 [DTC],60924.0,53.1586,0.000101,15.69708385,218.0692,74.9582,285.1548
STARLINK-11245 [DTC],60925.0,53.1591,7.18e-05,15.69698202,217.9723,68.9134,291.1961
STARLINK-11244 [DTC],60926.0,53.1592,7.97e-05,15.69661016,217.9067,79.351,280.7598
STARLINK-11243 [DTC],60927.0,53.1583,0.0001187,15.69711212,215.1173,94.052,266.0634
STARLINK-11238 [DTC],60928.0,53.1593,0.0002059,15.69676031,217.8742,249.0029,111.0768
STARLINK-11240 [DTC],60929.0,53.1621,0.0001634,15.69659873,217.842,92.3322,267.7883
STARLINK-11251 [DTC],60930.0,53.1599,0.00015,15.69668594,217.8079,96.9937,263.1252
STARLINK-11204 [DTC],60931.0,53.1601,0.0001619,15.6969475,218.4049,96.5686,263.5516
STARLINK-11246 [DTC],60932.0,53.1596,8.85e-05,15.69655829,218.3687,61.9119,298.1988
STARLINK-11207 [DTC],60933.0,53.1574,9.56e-05,15.69649947,218.0216,87.4526,272.6601
STARLINK-11237 [DTC],60934.0,53.1591,0.0001227,15.69649617,217.3629,112.6625,247.4522
STARLINK-11253 [DTC],60935.0,53.1583,0.0001332,15.69677664,218.0321,106.084,254.0325
STARLINK-11241 [DTC],60936.0,53.1593,7.66e-05,15.69667047,218.6279,111.0299,249.0801
STARLINK-32259,60937.0,53.1605,0.0001167,15.30182891,11.9659,99.585,260.5283
STARLINK-32262,60938.0,53.1483,0.0007538,15.65438115,348.9383,167.5153,298.2249
STARLINK-32258,60939.0,53.162,0.0001044,15.30180106,11.2693,81.2696,278.8423
STARLINK-32251,60940.0,53.1608,0.0001083,15.30198609,11.3107,75.3695,284.7426
STARLINK-32224,60941.0,53.1608,0.0001473,15.30198147,11.2884,115.9481,244.1672
STARLINK-32184,60942.0,53.1618,0.0001483,15.30183635,12.5586,111.987,248.1288
STARLINK-32288,60943.0,53.163,0.0001627,15.30200549,11.3919,135.0088,225.1045
STARLINK-32276,60944.0,53.1621,0.0001094,15.30189485,11.9819,100.3876,259.7248
YAOGAN-43 02A,60945.0,34.995,0.0003106,15.43857673,274.9609,328.2708,31.7826
YAOGAN-43 02B,60946.0,34.9953,0.0001374,15.23108846,304.3241,178.5058,181.5661
YAOGAN-43 02C,60947.0,34.999,0.0003177,15.22967993,304.4449,41.8268,318.269
YAOGAN-43 02D,60948.0,34.9931,0.0004163,15.2307828,304.2464,296.7125,63.3164
YAOGAN-43 02E,60949.0,34.9967,0.0003852,15.22961069,304.4384,319.1696,40.873
YAOGAN-43 02F,60950.0,34.9936,9.29e-05,15.23212974,304.2247,331.5167,28.5497
SENTINEL-2C,60989.0,98.5651,0.0001225,14.30824227,170.0322,114.8029,245.3281
STARLINK-11289 [DTC],60991.0,53.1588,8.25e-05,15.69687375,155.3152,64.9626,295.1477
STARLINK-11282 [DTC],60992.0,53.1613,0.0001428,15.69725373,159.1815,99.5662,260.5518
STARLINK-11283 [DTC],60993.0,53.1582,0.0001258,15.69696525,155.9553,46.4384,313.6739
STARLINK-11267 [DTC],60994.0,53.1571,0.0001077,15.69709699,155.6106,63.0328,297.08
STARLINK-11269 [DTC],60995.0,53.1595,0.0001485,15.69702242,155.887,90.7932,269.3256
STARLINK-11281 [DTC],60996.0,53.1573,0.0001063,15.69724596,155.8527,94.1683,265.9457
STARLINK-11260 [DTC],60997.0,53.1594,0.0001252,15.69726976,132.8962,102.5433,257.5725
STARLINK-11287 [DTC],60998.0,53.158,0.0001545,15.69654129,159.2729,68.3754,291.7429
STARLINK-11270 [DTC],60999.0,53.1563,0.0001781,15.697365,158.9273,153.4712,206.6398
STARLINK-11290 [DTC],61000.0,53.1593,0.0003214,15.6967762,155.7581,159.0899,201.0251
STARLINK-11274 [DTC],61001.0,53.1582,6.02e-05,15.69694954,155.6889,123.7321,236.3755
STARLINK-11288 [DTC],61002.0,53.1584,0.0001418,15.69677921,158.4786,111.0799,249.037
STARLINK-32279,61003.0,53.1613,0.0001404,15.30188316,308.6823,111.2484,248.8667
STARLINK-32336,61004.0,53.1605,0.0001204,15.30183097,308.0527,90.7227,269.3912
STARLINK-32284,61005.0,53.1608,0.0001398,15.30186967,308.099,92.337,267.7791
STARLINK-32282,61006.0,53.1613,0.0001014,15.30201308,308.295,88.4483,271.6634
STARLINK-32360,61007.0,53.16,9.87e-05,15.30194866,292.4459,94.594,265.5173
STARLINK-32340,61008.0,53.1614,0.0001174,15.30176649,308.0891,74.2801,285.8329
