satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly
STARLINK-35909,66496.0,43.0028,7.12e-05,15.27614063,209.5751,304.7361,55.3423
STARLINK-35899,66497.0,43.0033,0.0001302,15.27573929,209.6912,255.1957,104.875
STARLINK-35907,66498.0,43.0012,0.000152,15.27585187,211.4197,229.0891,130.9829
STARLINK-35816,66499.0,43.0033,0.0001393,15.275367,209.6511,248.9556,111.1146
STARLINK-35894,66500.0,43.0044,0.0002349,15.27553188,212.9059,292.4235,67.6368
STARLINK-35897,66501.0,43.0047,0.0002851,15.27581155,209.4859,258.6158,101.4374
STARLINK-35922,66502.0,43.0047,0.0001886,15.27529905,209.9941,277.9536,82.1102
STARLINK-35917,66503.0,43.0022,0.0001285,15.27585745,209.5388,262.0812,97.9894
STARLINK-35916,66504.0,43.0051,0.0004081,15.27593667,209.7365,288.7364,71.3044
STARLINK-34766,66505.0,43.002,0.0002485,15.27589025,208.8689,268.3736,91.6831
STARLINK-34765,66506.0,43.0029,0.0001428,15.27592629,206.1382,248.2077,111.8623
STARLINK-34767,66507.0,43.0054,0.0001977,15.27590365,209.6018,269.4922,90.5703
STARLINK-35608,66508.0,43.0035,0.0003525,15.27595252,206.1886,294.1822,65.8661
STARLINK-35598,66509.0,42.9996,0.0001028,15.27516325,209.6851,312.5189,47.5576
STARLINK-35600,66510.0,43.0024,0.0001338,15.27618419,210.3941,258.3078,101.7624
STARLINK-35444,66511.0,43.0026,0.0001975,15.27515541,209.3779,278.0868,81.976
STARLINK-35366,66512.0,43.0025,5.1e-05,15.27602191,213.1763,293.8437,66.2361
STARLINK-35692,66513.0,43.0034,0.0001518,15.2758944,209.5413,273.8501,86.2177
SENTINEL-6B,66514.0,66.0402,0.0007887,12.80930466,289.4475,270.3266,89.6845
STARLINK-35924,66516.0,42.9985,0.0002005,15.27597474,133.7641,271.4935,88.5687
STARLINK-35937,66517.0,43.0,7.8e-05,15.27565627,134.5208,259.6235,100.4529
STARLINK-35962,66518.0,43.0023,0.0003083,15.27600391,134.4517,291.2066,68.8456
STARLINK-35931,66519.0,42.9986,2.08e-05,15.27593126,134.3249,211.6077,148.4762
STARLINK-35952,66520.0,43.0015,9.72e-05,15.27621765,138.0888,275.0738,85.0003
STARLINK-35915,66521.0,42.9982,6.91e-05,15.27588125,134.3163,255.0198,105.0577
STARLINK-35946,66522.0,43.001,0.0001125,15.27609275,134.43,277.3876,82.6847
STARLINK-35969,66523.0,43.0002,0.0001312,15.27634322,134.2445,278.3628,81.7075
STARLINK-35687,66524.0,43.0036,0.0001039,15.27611937,134.5048,182.0545,178.0303
STARLINK-35975,66525.0,42.9986,5.38e-05,15.27609187,143.8612,277.5686,82.5105
STARLINK-35932,66526.0,42.9994,0.000426,15.27600779,134.2367,285.0845,74.9535
STARLINK-35935,66527.0,42.9946,2.76e-05,15.27587004,134.3812,134.4643,225.6231
STARLINK-35928,66528.0,42.995,5.41e-05,15.27597285,134.184,329.089,30.993
STARLINK-35933,66529.0,43.0019,0.0001192,15.27590879,134.4706,251.9016,108.1706
STARLINK-35961,66530.0,42.9951,1.68e-05,15.27607554,134.3654,177.7488,182.3364
STARLINK-35960,66531.0,43.0023,0.0002709,15.27588837,133.7241,281.7947,78.2601
STARLINK-35914,66532.0,42.999,8.91e-05,15.27583592,134.3748,252.1491,107.9264
STARLINK-35707,66533.0,42.9955,5.91e-05,15.27602553,134.2839,296.3989,63.6802
STARLINK-35976,66534.0,43.004,0.0001216,15.27604402,134.4855,292.3401,67.7322
STARLINK-35514,66535.0,43.0015,0.0001944,15.2757466,134.4548,266.3709,93.692
STARLINK-35640,66536.0,42.9941,1.02e-05,15.27589214,134.3483,97.9357,262.1506
STARLINK-35582,66537.0,42.9948,0.0001676,15.27572973,134.2882,299.8926,60.1759
STARLINK-35577,66538.0,42.9978,2.12e-05,15.27587249,134.2596,204.1064,155.9778
STARLINK-35697,66539.0,42.9956,4.99e-05,15.27622594,139.7508,292.6525,67.4274
STARLINK-35818,66540.0,43.0019,9.14e-05,15.27586385,134.5253,248.5592,111.5162
STARLINK-35796,66541.0,43.0,0.0001296,15.27623551,138.0347,274.7346,85.3357
STARLINK-35833,66542.0,43.002,0.0001428,15.2758552,134.5504,261.4453,98.6237
STARLINK-35315,66543.0,43.0013,0.0004276,15.27589595,134.4065,296.055,63.9862
STARLINK-35728,66544.0,42.9985,0.0001527,15.27599087,133.7798,248.7474,111.3214
SHIJIAN-30A (SJ-30A),66545.0,51.7962,0.001192,15.15612923,165.7475,16.8861,343.251
SHIJIAN-30B (SJ-30B),66546.0,51.7945,0.0010993,15.15667333,165.7346,18.8321,341.306
SHIJIAN-30C (SJ-30C),66547.0,51.7953,0.0010437,15.15678369,165.7504,14.0114,346.115
SHIJIAN-28 (SJ-28),66549.0,4.73,2.8e-06,1.00274086,273.2677,55.6538,334.9835
GLOBAL-33,66554.0,42.0179,0.0006218,15.34928456,126.3933,122.4118,237.7323
STARLINK-35699,66557.0,42.9978,7.45e-05,15.27637088,210.1675,316.6582,43.4211
STARLINK-35695,66558.0,43.0,0.0002541,15.27601748,206.4451,261.6189,98.4375
STARLINK-35419,66559.0,43.0035,0.0001274,15.27593448,202.5823,266.2319,93.8387
STARLINK-35411,66560.0,43.0001,5.34e-05,15.27606597,202.5651,187.286,172.7985
STARLINK-35305,66561.0,43.0039,0.0001751,15.27533133,205.8318,271.8547,88.2104
STARLINK-35579,66562.0,43.0018,8.58e-05,15.27627536,202.5344,200.9436,159.138
STARLINK-35437,66563.0,43.002,0.00014,15.27575924,206.1715,255.7948,104.2748
STARLINK-35358,66564.0,43.0036,0.0001738,15.27509221,205.7711,282.9262,77.1395
STARLINK-35893,66565.0,42.9998,0.000321,15.27554483,206.1096,283.1206,76.9287
STARLINK-35871,66566.0,43.0023,0.0002191,15.27561067,205.7197,280.5135,79.5469
STARLINK-35825,66567.0,43.003,0.0002071,15.27532503,205.3217,285.2986,74.7636
STARLINK-35803,66568.0,43.0009,0.0001917,15.27577034,205.6502,266.2878,93.7754
STARLINK-35835,66569.0,42.9995,8.68e-05,15.27562196,205.628,337.1129,22.9684
STARLINK-35834,66570.0,42.9972,7.69e-05,15.27615745,210.1746,289.3355,70.7413
STARLINK-35836,66571.0,43.0009,0.0002009,15.27617409,206.4536,257.5653,102.4974
STARLINK-35870,66572.0,43.0029,0.0001912,15.27600877,206.0382,264.0175,96.0459
STARLINK-35650,66573.0,43.0039,0.000251,15.27578035,202.6905,296.9134,63.1461
STARLINK-35812,66574.0,43.0084,0.000523,15.27568472,202.6576,279.9866,80.0395
STARLINK-35810,66575.0,42.9999,0.0001561,15.27630235,207.7885,204.7621,155.3156
STARLINK-35814,66576.0,43.0035,0.0001009,15.27578722,202.5928,295.4946,64.5801
STARLINK-35815,66577.0,43.003,8.36e-05,15.27618242,205.8653,342.7106,17.3717
STARLINK-35743,66578.0,43.0039,0.0003129,15.27575187,202.5149,292.9169,67.1352
STARLINK-35868,66579.0,42.9981,0.0002099,15.27553826,205.8123,251.5442,108.5181
STARLINK-35872,66580.0,43.0009,0.0005029,15.27579633,202.4558,286.7764,73.2536
STARLINK-35744,66581.0,43.0018,0.0002148,15.27561117,206.1154,278.6635,81.3973
STARLINK-35746,66582.0,43.0013,0.0001995,15.27522931,205.328,268.4446,91.6177
STARLINK-35941,66583.0,42.9973,0.0001391,15.27581233,205.2949,66.7089,293.3908
STARLINK-35939,66584.0,43.0004,0.0002723,15.2756095,205.6357,262.3242,97.73
STARLINK-35963,66585.0,42.9984,0.0001358,15.27623208,211.9688,281.0474,79.0225
TJS-21,66586.0,63.311,0.6825268,2.00654387,151.4086,269.3056,18.6838
STARLINK-36076,66588.0,43.0027,0.0002332,15.27608784,273.5701,273.1183,86.9402
STARLINK-35447,66589.0,42.9976,0.0001546,15.27573264,275.9402,225.3343,134.7383
STARLINK-35429,66590.0,43.0016,0.0001829,15.27619183,272.4764,280.7285,79.3361
STARLINK-36058,66591.0,42.998,0.0001065,15.27590231,272.2812,292.2793,67.7946
STARLINK-36066,66592.0,43.0015,0.0001238,15.27611273,272.381,290.9049,69.167
STARLINK-36031,66593.0,43.0023,0.0001934,15.27606316,273.9834,269.8349,90.2281
STARLINK-36032,66594.0,43.003,0.0003622,15.27611321,272.3582,265.7217,94.322
STARLINK-35711,66595.0,43.0036,0.000309,15.27620738,273.6403,286.0198,74.0313
STARLINK-35811,66596.0,42.9974,7.92e-05,15.27588097,272.4414,293.7268,66.3501
STARLINK-35820,66597.0,43.001,0.0002533,15.27613651,272.302,273.1567,86.8995
STARLINK-35981,66598.0,43.0032,0.0002118,15.27596453,271.6769,274.7815,85.2794
STARLINK-35930,66599.0,43.0033,0.0003657,15.2766054,274.0691,287.3003,72.7448
STARLINK-35980,66600.0,42.9981,8.47e-05,15.27584178,272.4144,26.2032,333.8863
STARLINK-35978,66601.0,43.0011,0.0001594,15.27515477,273.185,262.6419,234.8324
STARLINK-36050,66602.0,43.0007,0.0001433,15.27585587,272.4097,288.8546,71.2151
STARLINK-36048,66603.0,42.9995,0.0001241,15.27621335,273.9481,245.4616,114.6106
STARLINK-35977,66604.0,43.0047,0.0001797,15.27588622,275.3406,258.9541,101.1109
STARLINK-36052,66605.0,43.0059,0.000152,15.27616126,272.3238,274.4845,85.5833
STARLINK-36063,66606.0,43.002,0.0002254,15.27603978,273.9855,257.9102,102.1497
STARLINK-35993,66607.0,43.0006,0.0001107,15.27581787,272.3069,310.7205,49.3551
STARLINK-36036,66608.0,43.0006,0.000165,15.27588043,273.5884,277.2873,82.7791
STARLINK-36034,66609.0,42.9938,5.97e-05,15.2759708,272.4597,333.2407,26.8414
STARLINK-35680,66610.0,42.999,0.0001275,15.27632466,275.9404,279.6693,80.4015
STARLINK-35583,66611.0,42.9998,0.0003908,15.27598404,275.8819,287.8184,72.2241
STARLINK-36039,66612.0,43.0018,0.0001683,15.27586735,272.3471,44.363,315.7357
STARLINK-36037,66613.0,42.998,0.0002253,15.27609142,272.2707,285.1631,74.8971
STARLINK-36040,66614.0,43.0025,0.0003231,15.27618067,272.4417,270.1686,89.8795
STARLINK-35988,66615.0,43.0026,0.0002862,15.2759424,274.0312,287.9611,72.0928
STARLINK-35391,66616.0,43.0039,0.0002224,15.27611332,272.3811,265.0762,94.9836
STARLINK-35940,66617.0,53.1591,0.0001303,15.30173672,22.3921,67.6316,292.4823
STARLINK-35970,66618.0,53.1608,0.0001311,15.30186996,20.927,73.4927,286.6218
STARLINK-35951,66619.0,53.1606,0.0001439,15.30216657,21.5048,126.4573,233.656
STARLINK-35936,66620.0,53.1605,0.0001133,15.30221873,21.5735,119.4302,240.6812
STARLINK-35847,66621.0,53.1596,0.0001313,15.30216245,21.5109,88.8358,271.2793
STARLINK-35950,66622.0,53.1601,0.000137,15.30203803,22.1018,108.3003,251.8147
STARLINK-35920,66623.0,53.1611,0.0001239,15.30198131,21.9671,94.9275,265.1868
STARLINK-35927,66624.0,53.1619,0.0001116,15.30216985,21.2418,111.7474,248.3645
STARLINK-35929,66625.0,53.1618,0.0001468,15.30175999,21.5709,56.4125,303.7015
STARLINK-35902,66626.0,53.161,0.00014,15.30184451,22.4685,104.6145,255.5011
STARLINK-35904,66627.0,53.1597,0.0001425,15.30200092,21.4531,74.3265,285.7893
STARLINK-35862,66628.0,53.1606,0.0001261,15.30218149,21.4232,110.1913,249.9224
STARLINK-35949,66630.0,53.1614,0.0001176,15.30267441,27.6895,108.068,252.0449
STARLINK-35965,66631.0,53.1615,0.0001055,15.30228169,20.9564,68.238,291.8733
STARLINK-35973,66632.0,53.16,0.0001212,15.30205149,21.7033,79.8041,280.3097
STARLINK-35948,66633.0,53.1607,0.0002646,15.30298229,22.5936,98.9248,261.2053
STARLINK-35967,66634.0,53.1622,0.0001404,15.30196513,21.935,81.8377,278.2783
STARLINK-35955,66635.0,53.1606,0.0001418,15.30179166,21.4716,69.0009,291.1143
STARLINK-35968,66636.0,53.1608,0.0001717,15.30194289,22.119,119.2325,240.8847
STARLINK-35953,66637.0,53.1607,0.0001493,15.30234311,21.4111,85.1692,274.9479
STARLINK-35972,66638.0,53.1606,0.0001043,15.3020942,21.5492,70.9283,289.1831
STARLINK-35908,66639.0,53.1605,0.0001419,15.30185031,22.049,78.4671,281.6489
STARLINK-35921,66640.0,53.161,0.000201,15.30179002,21.2239,99.2603,260.8625
STARLINK-35923,66641.0,53.161,0.000125,15.30216657,21.9006,62.8062,297.3066
STARLINK-35926,66642.0,53.1594,0.0001336,15.30287454,21.5264,92.9101,267.2053
STARLINK-35918,66643.0,53.1603,0.0001307,15.30241768,25.5896,92.0835,268.0315
STARLINK-35938,66644.0,53.1602,0.0001228,15.30210755,21.8815,124.5627,235.549
SHENZHOU-22,66645.0,41.4678,0.000377,15.61988078281157,52.9483,120.6138,239.5073
COSMOS 2597 (RODNIK-S *),66647.0,82.5011,0.0011664,12.4289768,216.4745,24.967,335.1971
COSMOS 2598 (RODNIK-S *),66648.0,82.505,0.0010052,12.42916658,216.7986,354.3058,5.7906
COSMOS 2599 (RODNIK-S *),66649.0,82.5051,0.0015441,12.42895229,216.547,9.2066,350.9294
BEE-1000,66650.0,97.7463,0.0010351,14.92539943,24.514,235.3357,124.6888
2025-274B,66651.0,97.7454,0.0010727,14.9282063,24.5298,234.9283,125.0931
2025-274C,66652.0,97.7459,0.001037,14.92729567,24.5396,241.7371,118.2802
2025-274D,66653.0,97.7458,0.0011319,14.92531111,24.5308,237.6888,122.3235
JACK E,66654.0,97.7464,0.001184,14.92800615,24.5582,239.7763,120.2285
CAS500-3,66655.0,97.7423,0.0007691,14.88472114,24.0008,29.5897,330.5754
2025-274G,66656.0,97.7467,0.0012207,14.93069006,24.579,240.9678,119.0319
SPIRONE,66657.0,97.746,0.0010489,14.93234761,24.1335,261.1349,98.8683
2025-274J,66658.0,97.7454,0.0011176,14.93814285,24.6983,262.6137,97.3813
JACK K,66659.0,97.7459,0.0011915,14.93546822,24.7041,264.21,95.7762
K-HERO,66660.0,97.7469,0.0012367,14.93679884,24.2642,266.7804,93.2001
SNUGLITE-III,66661.0,97.7468,0.0012903,14.93755721,24.734,266.0012,93.9733
2025-274N,66662.0,97.7469,0.001328,14.93889143,24.218,267.3356,92.6344
SOYUZ-MS 28,66664.0,51.6326,0.0006251,15.48758130559866,306.884,269.7954,90.2318
FORMOSAT-8A,66666.0,97.6529,0.0003826,15.00839966,169.539,161.2319,198.9047
PELICAN-5,66667.0,97.4198,0.0002385,15.28168635,169.4375,247.7059,112.3927
TRANSPORTER-15 OBJECT C,66668.0,97.4088,0.0006465,15.23879804,169.0716,261.1396,98.9109
TRANSPORTER-15 OBJECT D,66669.0,97.4103,0.0006317,15.23713759,169.1679,264.8394,95.2122
HUNITY,66670.0,97.4113,0.0005911,15.23436981,169.1012,265.8604,94.1958
TRANSPORTER-15 OBJECT F,66671.0,97.4244,0.0004699,15.20085103,169.0306,250.9926,109.0801
BRO-17,66672.0,97.4225,0.0005298,15.17484139,168.7809,253.3788,106.6864
TRANSPORTER-15 OBJECT H,66673.0,97.4191,0.000502,15.20947836,168.9745,266.4248,93.6413
BRO-20,66674.0,97.4201,0.0004776,15.17681118,168.6955,257.7005,102.3694
TRANSPORTER-15 OBJECT K,66675.0,97.4208,0.0004575,15.19576613,169.0102,258.5244,101.5477
TRANSPORTER-15 OBJECT L,66676.0,97.4212,0.0004523,15.18303925,168.815,259.5593,100.5132
TRANSPORTER-15 OBJECT M,66677.0,97.4213,0.0003678,15.21095926,169.0982,263.2566,96.8251
LEMUR-2-DEANANDMAEVE,66678.0,97.4247,0.0004549,15.18799858,168.8973,251.5093,108.5647
LILIUM-2,66679.0,97.419,0.0004462,15.17568733,168.6727,261.8134,98.2594
OTTER,66680.0,97.4238,0.0004503,15.18400474,168.862,247.9485,112.1271
TRANSPORTER-15 OBJECT R,66681.0,97.4152,0.0004244,15.21740468,169.0424,272.3238,87.7512
ION SCV-022,66682.0,97.5334,0.0005915,14.9737392,167.4721,84.5701,275.6196
6GSTARLAB,66683.0,97.4278,0.0004485,15.17971391,168.9188,245.073,115.0038
MICE-1,66684.0,97.4304,0.0004054,15.18662782,169.0762,242.0825,117.9999
TRANSPORTER-15 OBJECT V,66685.0,97.4253,0.0003553,15.21028051,169.1607,257.3061,102.7778
LEMUR-2-STAS-GORBUK,66686.0,97.4282,0.0003897,15.18580815,168.9508,244.7653,115.3177
LEO EXPRESS 3,66687.0,97.4281,0.0007653,15.19628794,168.9795,65.3463,294.8569
WISDOM A,66688.0,97.4258,0.0003562,15.18602229,168.9181,249.0875,110.9978
AC1-003,66689.0,97.4239,0.000121,15.1790401,168.8706,269.5218,90.5878
TRANSPORTER-15 OBJECT AA,66690.0,97.4216,0.0003422,15.18406414,168.8468,250.142,109.9446
TRANSPORTER-15 OBJECT AB,66691.0,97.4239,0.0003477,15.19714751,169.0222,247.5805,112.5062
NUSAT-52,66692.0,97.4242,0.0001479,15.18962557,169.0015,267.4002,92.7063
TRANSPORTER-15 OBJECT AD,66693.0,97.4206,0.0002405,15.20945069,169.0948,266.5789,93.5172
YAM-9,66694.0,97.4253,0.0008569,15.14208978,168.5333,197.5977,162.496
IRIDE FM1,66695.0,97.423,0.0001155,15.20077345,169.1416,131.0108,229.1227
IRIDE FM2,66696.0,97.4219,0.0002267,15.19484883,168.9681,262.3331,97.7647
IRIDE FM3,66697.0,97.4217,0.0001584,15.20164588,169.0438,157.0776,203.0531
IRIDE FM4,66698.0,97.4216,0.0002489,15.18972649,168.9447,254.2464,105.8496
IRIDE FM5,66699.0,97.4231,0.0002604,15.19218788,168.9844,263.4262,96.6676
IRIDE FM6,66700.0,97.4253,0.000183,15.20205781,169.1784,161.2151,198.9152
IRIDE FM7,66701.0,97.4251,0.0002885,15.19374223,169.0147,251.743,108.3491
IRIDE FM8,66702.0,97.4226,0.0002298,15.19196663,168.9779,274.8793,85.2179
PELICAN-6,66703.0,97.4247,0.0002211,15.28438638,169.5877,81.4983,278.6508
FLOCK 4H-1,66704.0,97.4212,0.0002006,15.19737977,169.0823,168.9357,191.1922
FLOCK 4H-2,66705.0,97.4209,0.0001398,15.19971195,169.088,152.2756,207.8554
FLOCK 4H-3,66706.0,97.4276,0.0002612,15.19098597,169.0527,246.6022,113.4938
FLOCK 4H-4,66707.0,97.4261,0.0003285,15.18863435,168.9983,251.267,108.8208
FLOCK 4H-5,66708.0,97.421,0.0001352,15.19764406,169.0924,127.3875,232.7484
FLOCK 4H-6,66709.0,97.4263,0.0002517,15.19421261,168.6241,205.6563,154.4548
FLOCK 4H-7,66710.0,97.4219,8.2e-05,15.19175653,168.9595,297.9779,62.1372
FLOCK 4H-8,66711.0,97.426,0.0002062,15.19245797,169.0388,269.0091,91.0907
FLOCK 4H-9,66712.0,97.425,0.000244,15.19557404,169.0683,213.0749,147.0333
FLOCK 4H-10,66713.0,97.4225,0.0003132,15.18981771,168.9527,253.2856,106.8034
FLOCK 4H-11,66714.0,97.4236,0.0001619,15.20687766,169.1498,258.3484,101.7569
FLOCK 4H-12,66715.0,97.4222,0.0001904,15.19610506,169.0891,179.2858,180.8379
FLOCK 4H-13,66716.0,97.4255,0.0001861,15.19859659,169.1708,146.602,213.5333
FLOCK 4H-14,66717.0,97.4241,0.0001679,15.20159732,169.1695,138.8715,221.2647
FLOCK 4H-15,66718.0,97.4251,0.000284,15.18739654,168.9117,272.3746,87.7163
FLOCK 4H-16,66719.0,97.4273,0.0002912,15.18925824,169.019,253.6502,106.4412
FLOCK 4H-18,66721.0,97.4216,0.0002314,15.18915299,168.9183,289.8191,70.2794
FLOCK 4H-19,66722.0,97.4214,0.0002324,15.20246829,169.1384,149.3907,210.7464
FLOCK 4H-20,66723.0,97.4249,0.0002868,15.20272813,169.1878,170.6975,189.4314
FLOCK 4H-21,66724.0,97.4217,0.0002658,15.1998592,169.1204,168.0012,192.1287
FLOCK 4H-22,66725.0,97.4206,0.0001218,15.19269854,168.9427,295.0058,65.105
FLOCK 4H-23,66726.0,97.4275,0.0003097,15.18889726,169.0232,241.8623,118.2299
FLOCK 4H-24,66727.0,97.4273,0.0002504,15.18984078,169.0334,265.1604,94.9344
FLOCK 4H-25,66728.0,97.4228,0.0001798,15.1985418,169.1234,121.6815,238.4595
FLOCK 4H-26,66729.0,97.4225,0.0003347,15.18758933,168.9317,261.8497,98.2358
FLOCK 4H-27,66730.0,97.4202,0.0001482,15.19603761,168.9958,131.034,229.1023
FLOCK 4H-28,66731.0,97.4214,0.0002954,15.18788229,168.4602,266.9758,93.1138
FLOCK 4H-29,66732.0,97.4203,0.0001715,15.18897919,168.91,284.8807,75.2238
FLOCK 4H-30,66733.0,97.426,0.0002811,15.18970639,169.017,262.6589,97.4326
FLOCK 4H-31,66734.0,97.4204,0.0002187,15.18805559,168.9005,277.0583,83.0403
FLOCK 4H-32,66735.0,97.4264,0.0003202,15.18900127,169.0011,258.8817,101.2058
FLOCK 4H-33,66736.0,97.4254,0.0002626,15.20102301,169.1885,160.9328,199.2006
FLOCK 4H-34,66737.0,97.4266,0.000257,15.19634625,169.1799,167.1713,192.9588
FLOCK 4H-35,66738.0,97.4231,0.0002549,15.19850699,169.1326,149.4392,210.6992
FLOCK 4H-36,66739.0,97.4279,0.000237,15.19597578,169.2475,181.2023,178.9206
NUSAT-51 (YVONNE BRILL),66740.0,97.4241,0.000194,15.19399501,169.0338,237.3414,122.7633
TRANSPORTER-15 OBJECT CD,66741.0,97.428,0.0004525,15.1945508,169.0617,238.4879,121.5914
MERCURY ONE (M1),66742.0,97.4227,0.0001654,15.19002859,168.9916,188.8913,171.2293
NUSAT-47,66743.0,97.4224,5.58e-05,15.19469784,168.997,213.4629,146.6571
AC1-001,66744.0,97.4238,0.0001313,15.18019545,168.8836,246.6933,113.4163
AC1-002,66745.0,97.4232,9.61e-05,15.18109967,168.9416,205.0234,155.0953
TRANSPORTER-15 OBJECT CJ,66746.0,97.3661,0.0012074,15.22040469,168.5804,206.3978,153.6644
UMBRA-11,66748.0,97.4233,0.0002314,15.23652958,169.4381,195.5302,164.5865
PIAST-S1,66749.0,97.4229,0.0001891,15.19487508,169.0854,185.5715,174.5499
TRANSPORTER-15 OBJECT CN,66750.0,97.4266,0.0002156,15.19271154,169.0883,153.6995,206.4349
ICEYE-X58,66751.0,97.4238,0.0002416,15.18928522,169.0142,208.033,152.0775
ICEYE-X59,66752.0,97.4152,0.0002937,15.09195107,168.4971,270.1068,89.9824
ICEYE-X60,66753.0,97.4232,0.0001011,15.16615361,168.8727,292.4841,67.6285
ICEYE-X61,66754.0,97.4234,0.0002593,15.19295857,169.0097,209.7935,150.3153
ICEYE-X62,66755.0,97.4236,8.18e-05,15.12300271,168.4311,220.7407,139.3763
MAUVE,66756.0,97.4242,0.0001928,15.19692626,169.1822,160.6061,199.5248
PIAST-S2,66757.0,97.4245,0.0001824,15.19712046,169.1485,154.0671,206.0656
PIAST-M,66758.0,97.4222,0.0001497,15.19540197,169.0915,139.8223,220.3123
TRANSPORTER-15 OBJECT CX,66759.0,97.4205,0.0001917,15.20060529,169.0999,141.2299,218.9074
TRANSPORTER-15 OBJECT CY,66760.0,97.4226,0.0001764,15.19603373,169.1083,117.8615,242.2799
TRANSPORTER-15 OBJECT CZ,66761.0,97.4222,0.0001907,15.21050324,169.2516,128.1799,231.9608
HYDROGNSS-1,66762.0,97.4233,0.0009692,15.12530318,168.9,273.1523,89.9818
HYDROGNSS-2,66763.0,97.4235,0.0010278,15.1135992,168.8344,252.6025,290.9192
NAHLA,66764.0,97.4232,0.0002006,15.18511681,168.978,196.1573,163.9598
TRANSPORTER-15 OBJECT DD,66765.0,97.4248,0.0002034,15.21952656,169.423,119.4193,240.7247
T.MICROSAT-1,66766.0,97.4194,0.0002152,15.20016648,169.0862,98.097,262.051
ACCENTURE-1,66767.0,97.4197,0.000226,15.19429779,169.0647,93.2491,266.9003
LEMUR-2-TEODOR,66768.0,97.4184,0.0002104,15.20248531,169.094,85.0328,275.1148
SPEQTRE,66769.0,97.4242,0.0002751,15.19830928,169.1638,110.6875,249.4655
LILIUM-3,66770.0,97.4278,0.0003131,15.19151405,168.4738,127.6671,232.4848
GYEONGGISAT-1,66771.0,97.4268,0.0002967,15.19932679,169.2153,119.2202,240.933
IHI-SAT2,66772.0,97.4269,0.0002999,15.20542575,169.3752,108.4175,251.7387
TRANSPORTER-15 OBJECT DM,66773.0,97.4254,0.0003117,15.19880868,169.1948,106.0848,254.0731
GENA-OT,66774.0,97.4242,0.0003066,15.20279546,169.2574,104.4158,255.7418
PHI 1,66775.0,97.4167,0.0002894,15.20410931,169.0781,75.1617,284.9939
LEMUR-2-LAILA,66776.0,97.4208,0.0002803,15.20461317,169.2175,90.1624,269.9932
LUNA-1,66777.0,97.4292,0.0003367,15.21393704,169.4113,116.1038,244.0544
FORESAIL-1 PRIME,66778.0,97.4237,0.0002888,15.18026584,168.9008,39.411,320.7333
FOSSASAT-2E22,66779.0,97.417,0.0006483,15.17993759,168.7974,40.0119,320.1592
FOSSASAT-2E24,66780.0,97.4214,0.000552,15.18401743,168.8328,45.1207,315.0474
LEMUR-2-CELIJO-SB-PK,66781.0,97.5307,0.0010854,14.99100958,167.4104,35.7642,324.4307
LEMUR-2-FINNIAN,66782.0,97.534,0.0006276,14.99538884,167.1839,33.9231,326.2393
LEMUR-2-STARLIGHT,66783.0,97.5287,0.0014508,14.98249738,166.9328,26.6101,333.5864
LEMUR-2-TARTIFLETTE,66784.0,97.5293,0.0013683,14.98150518,167.3924,31.79,328.4147
LEMUR-2-VUKASIN,66785.0,97.5286,0.0008979,14.99456526,167.538,28.6374,331.5341
