satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly,orbital_period_minutes,orbit_type
STARLINK-2377,47797.0,53.1539,0.0001357,15.29338795280464,136.2999,96.6757,263.4398,94.15833852144709,LEO
STARLINK-2379,47798.0,53.0549,0.0001167,15.06413154280731,116.7421,89.0336,271.0787,95.59130547340173,LEO
STARLINK-2380,47799.0,53.1575,0.0001818,15.30188314280775,113.39,74.2324,285.8878,94.10606436873977,LEO
STARLINK-2381,47800.0,53.0538,0.000107,15.06410644280728,116.9572,75.6764,284.4344,95.5914647488144,LEO
STARLINK-2383,47802.0,53.1539,0.0001621,15.29373522280441,137.2238,81.9576,278.1609,94.15620049788906,LEO
STARLINK-2385,47804.0,53.1605,0.0001477,15.30189520280805,111.5152,91.4818,268.6352,94.1059902002038,LEO
STARLINK-2386,47805.0,53.0536,7.5e-05,15.06413635280734,116.933,94.756,265.3514,95.59127495096277,LEO
STARLINK-2387,47806.0,53.1595,0.0001666,15.30208211280709,123.6656,94.6302,265.4889,94.10484072587683,LEO
STARLINK-2388,47807.0,53.1602,0.0001728,15.30186434280995,98.0125,83.9447,276.1751,94.10617998823315,LEO
STARLINK-2389,47808.0,53.1577,0.0001074,15.30187977280691,124.0029,95.2319,264.8804,94.10608509413564,LEO
STARLINK-2391,47810.0,53.1579,0.0001265,15.30180990280405,140.1845,95.1733,264.9412,94.10651479444405,LEO
STARLINK-2395,47814.0,53.16,0.0001656,15.30233547280573,128.0113,80.4444,279.6744,94.10328263676287,LEO
STARLINK-2396,47815.0,53.1585,0.0001329,15.30186396280639,123.9453,94.4466,265.6686,94.106182325248,LEO
STARLINK-2399,47816.0,53.052,0.0001894,15.06396783280444,136.7785,118.5062,241.6118,95.59234432671495,LEO
STARLINK-2400,47817.0,53.1582,0.0001516,15.30191374280633,124.2466,90.9017,269.2158,94.10587618015862,LEO
STARLINK-2402,47819.0,53.1592,0.0001401,15.30237723280702,124.1992,82.5921,277.5239,94.10302583004948,LEO
STARLINK-2406,47821.0,53.1602,0.0001514,15.30243099280646,123.9259,96.9332,263.1841,94.10269523038082,LEO
STARLINK-2407,47822.0,53.1573,0.0001196,15.30175367280478,136.4428,95.1578,264.9559,94.10686061162106,LEO
STARLINK-2408,47823.0,53.0534,0.0001367,15.06396904280452,136.7475,97.8926,262.2218,95.59233664834387,LEO
STARLINK-2409,47824.0,53.0549,0.0001409,15.06386557280441,136.8001,100.9108,259.204,95.59299324867236,LEO
STARLINK-2410,47825.0,53.1593,0.0001734,15.30187659280648,124.1146,94.9665,265.1534,94.10610465104354,LEO
STARLINK-2411,47826.0,53.1595,0.0001466,15.30187336280617,126.1934,107.5385,252.5776,94.10612451545751,LEO
STARLINK-2413,47827.0,53.1543,0.0001567,15.29353351280695,123.6351,101.5004,258.6172,94.15744234608243,LEO
STARLINK-2415,47828.0,53.1571,0.0001187,15.30179123280478,136.418,104.2968,255.8165,94.10662961554806,LEO
STARLINK-2419,47830.0,53.1572,0.0001353,15.30196011280451,136.8451,88.6017,271.5139,94.10559100824109,LEO
STARLINK-2420,47831.0,53.054,0.0001267,15.06413031280716,121.7364,91.2176,268.8958,95.59131327852009,LEO
STARLINK-2422,47832.0,53.159,0.000175,15.30187496280601,126.6629,91.6463,268.4738,94.106114675501,LEO
STARLINK-2423,47833.0,53.0764,9.32e-05,15.1021070328048,137.2863,83.7521,276.3576,95.35093327520667,LEO
STARLINK-2424,47834.0,53.1589,0.0001462,15.30200893280543,129.8902,92.5296,267.5872,94.10529077086314,LEO
STARLINK-2426,47836.0,53.1616,0.0001806,15.30187753280611,126.1887,83.7794,276.3413,94.10609887007297,LEO
STARLINK-2427,47837.0,53.0553,0.0001267,15.06402558280735,116.9435,102.72,257.3931,95.59197786038544,LEO
STARLINK-2429,47838.0,53.1603,0.000149,15.30201707280604,126.5849,82.8307,277.2863,94.10524071098406,LEO
STARLINK-2431,47839.0,53.1609,0.0001214,15.30156705281019,98.1501,107.0374,253.076,94.10800835170268,LEO
STARLINK-2432,47840.0,53.0538,8.59e-05,15.06410810280737,116.7094,86.6738,273.435,95.59145421504506,LEO
STARLINK-2433,47841.0,53.0537,0.0001291,15.06413678280737,116.7256,91.7371,268.3766,95.59127222234635,LEO
STARLINK-2435,47843.0,53.1558,0.000138,15.29388894280353,140.2814,94.1934,265.9225,94.15525412701427,LEO
STARLINK-2446,47844.0,53.1567,0.000182,15.31010034280594,127.0721,110.717,249.4027,94.05555598965367,LEO
STARLINK-2453,47845.0,53.0526,0.000133,15.06400873280454,136.8337,85.0068,275.1073,95.5920847857812,LEO
SHIYAN-9 (SY-9),47851.0,16.6898,0.001544,1.00270961,303.4,28.473,338.5257,1436.108705490516,GEO
YAOGAN-31 04A,47854.0,63.4037,0.0168655,13.45442246248522,87.9088,0.1359,359.9684,107.0280054023227,LEO
YAOGAN-31 04B,47856.0,63.4031,0.0168342,13.45442304248466,88.7009,0.224,359.8833,107.02800078851035,LEO
YAOGAN-31 04C,47857.0,63.4043,0.0168437,13.45440738248513,87.9857,0.0823,0.0203,107.02812536169996,LEO
STARLINK-2280,47861.0,53.1578,0.000109,15.301884652802,142.5961,78.3921,281.7202,94.10605508232705,LEO
STARLINK-2291,47862.0,53.1566,0.000143,15.30196253280347,136.4437,102.2072,257.9089,94.10557612548132,LEO
STARLINK-2326,47870.0,53.1583,0.0001058,15.30170847279869,162.6903,78.1471,281.9649,94.10713859565665,LEO
STARLINK-2329,47873.0,53.1576,0.0001376,15.30196412280334,136.6836,95.6572,264.4585,94.10556634713832,LEO
STARLINK-2330,47874.0,53.144,0.000208,15.30733208280878,98.0054,79.162,280.9615,94.07256550063497,LEO
STARLINK-2336,47879.0,53.1568,0.0003908,15.44283974280183,159.9383,20.0892,340.0268,93.2470985895718,LEO
STARLINK-2342,47883.0,53.1578,0.0004112,15.48480768280389,146.1655,38.5389,321.5913,92.99437419549882,LEO
STARLINK-2343,47884.0,53.1568,0.0001062,15.30136676,163.8184,78.1577,27.7751,94.10924021273509,LEO
STARLINK-2346,47887.0,53.159,0.0001337,15.30172892279963,162.6153,87.2873,272.8281,94.10701282613856,LEO
STARLINK-2354,47894.0,53.1528,0.0001453,15.30779684280081,149.8376,21.6788,338.4275,94.06970936364534,LEO
STARLINK-2355,47895.0,53.1594,0.0001487,15.30178026280149,149.2272,101.2075,258.9093,94.10669708155652,LEO
STARLINK-2356,47896.0,53.1586,9.17e-05,15.30183702279922,162.4918,17.4861,342.6171,94.106348006089,LEO
STARLINK-2358,47898.0,53.1612,7.86e-05,15.30196256280094,149.8526,81.0264,279.0826,94.10557594099981,LEO
STARLINK-2361,47901.0,53.159,0.0002701,15.31956601280209,140.5642,50.2122,309.9117,93.9974408411202,LEO
STARLINK-2363,47903.0,53.1568,0.000533,15.69860634,126.7563,50.2203,167.7464,91.72788773809077,LEO
STARLINK-2364,47904.0,53.159,0.00014,15.30177026280308,137.1615,87.1026,273.0135,94.10675858207605,LEO
STARLINK-2367,47907.0,53.1538,0.0001301,15.29350388279928,162.5787,84.3703,275.7446,94.1576247690092,LEO
STARLINK-2370,47910.0,53.1598,0.0001088,15.30189610280158,149.9088,63.4578,296.6534,94.10598466528306,LEO
STARLINK-2371,47911.0,53.1604,0.0001539,15.30200395279815,162.5864,112.1968,247.9197,94.10532139724609,LEO
STARLINK-2378,47916.0,53.1588,0.000128,15.30223470280191,140.5916,68.4105,291.7032,94.10390233632539,LEO
STARLINK-2405,47919.0,53.1592,0.0001167,15.30193129279957,162.4049,95.8086,264.3048,94.10576824884856,LEO
CAS500-1,47932.0,97.3973,0.0006245,15.20243717279533,350.9913,169.4543,190.6825,94.72165440531282,LEO
GRUS-1C,47933.0,97.5461,0.0013184,14.98816651274838,339.8062,200.1018,159.9687,96.07579411232116,LEO
GRUS-1B,47934.0,97.5465,0.0016304,14.98803290274826,339.8696,206.2687,153.7711,96.07665057473662,LEO
GRUS-1E,47935.0,97.5483,0.0014068,14.99748574274874,340.9767,217.7943,142.2294,96.0160939440291,LEO
GRUS-1D,47936.0,97.5477,0.001322,14.98906764274834,340.0926,189.5579,170.5395,96.0700181172821,LEO
UNISAT-7,47945.0,97.395,0.0008808,15.38530696278488,358.4977,353.1382,6.9741,93.59579262754905,LEO
GLOBAL-9,47971.0,44.9823,0.0004044,15.43729600283466,306.7531,223.2084,136.8488,93.2805848728677,LEO
STARLINK-1647,47978.0,53.1578,0.0001091,15.30239900278441,216.557,77.4233,282.689,94.10289195426017,LEO
STARLINK-2303,47981.0,53.1601,0.000111,15.30180387278466,216.028,84.1848,275.9279,94.1065518792292,LEO
STARLINK-2273,47993.0,53.1544,0.0002372,15.4055159527904,176.8415,18.6696,341.4396,93.47301345912877,LEO
STARLINK-2266,47997.0,53.1585,0.0001133,15.30179062278908,187.8499,82.9106,277.2023,94.10663336716922,LEO
STARLINK-2270,48000.0,53.1317,0.0001839,15.34723717279747,123.3719,58.5556,301.5626,93.82796289565121,LEO
STARLINK-2153,48009.0,53.1589,0.0001114,15.30183779278704,193.8931,73.0879,287.0244,94.1063432706616,LEO
STARLINK-2226,48010.0,53.1607,0.0001594,15.30189864278385,216.668,94.249,265.8693,94.10596904450695,LEO
STARLINK-2285,48019.0,53.1599,0.0001599,15.3023261627874,190.9272,76.0654,284.0524,94.10333988971101,LEO
STARLINK-2298,48022.0,53.126,0.0001022,15.42563446278461,215.2594,63.1494,296.9616,93.35110354611979,LEO
STARLINK-2292,48023.0,53.1214,0.0001428,15.36694400278542,212.9553,51.9747,308.1385,93.7076363224194,LEO
STARLINK-2299,48029.0,53.1182,9.83e-05,15.3362109,213.3292,78.6089,69.2628,93.8954223692894,LEO
ONEWEB-0115,48042.0,87.9012,0.0001741,13.13468767243883,334.9492,84.3692,275.7636,109.63336440969387,LEO
ONEWEB-0152,48043.0,87.9005,0.0001749,13.1346829124384,334.9463,84.7396,275.3932,109.63340414075286,LEO
ONEWEB-0153,48044.0,87.9,0.0001703,13.13469105243836,334.9557,77.7611,282.3709,109.6333361973272,LEO
ONEWEB-0154,48045.0,87.8999,0.0001845,13.13470150243792,334.9542,82.251,277.8829,109.63324897278578,LEO
ONEWEB-0116,48046.0,87.9008,0.0001759,13.13469005243939,334.9512,85.8496,274.2835,109.63334454417227,LEO
ONEWEB-0150,48047.0,87.9009,0.0001534,13.13468827243834,334.939,79.7789,280.3513,109.63335940158377,LEO
ONEWEB-0107,48048.0,87.901,0.0001703,13.13471449243811,334.9336,71.6699,288.4616,109.63314054744271,LEO
ONEWEB-0101,48049.0,87.9002,0.0001875,13.13464019243788,334.9641,75.7991,284.3346,109.63376071992164,LEO
ONEWEB-0113,48050.0,87.9009,0.0001721,13.13950548243894,334.8712,93.098,267.0347,109.59316558180764,LEO
ONEWEB-0112,48051.0,87.901,0.0001915,13.13468737243885,334.9302,75.4482,284.6859,109.63336691375096,LEO
ONEWEB-0156,48052.0,87.9012,0.0001663,13.13468530243869,334.9391,77.2315,282.9,109.63338419175054,LEO
ONEWEB-0161,48053.0,87.9001,0.0001673,13.13468768243799,334.9515,74.589,285.5424,109.63336432623231,LEO
ONEWEB-0158,48054.0,87.9009,0.0001963,13.13468825243918,334.9521,88.7598,271.3756,109.6333595685139,LEO
ONEWEB-0157,48055.0,87.9009,0.0001754,13.13472683243852,334.9517,67.0104,293.121,109.63303754773692,LEO
ONEWEB-0162,48056.0,87.9005,0.0001568,13.13470651243826,334.9602,80.6505,279.4801,109.63320715513161,LEO
ONEWEB-0155,48057.0,87.9001,0.0001828,13.13472148243967,334.9565,76.252,283.8812,109.6330822031661,LEO
ONEWEB-0149,48058.0,87.9008,0.0001494,13.13469525243776,334.9509,80.9569,279.1729,109.63330114056055,LEO
ONEWEB-0148,48059.0,87.9002,0.000119,13.13469779243897,334.9708,71.7353,288.3906,109.63327993956133,LEO
ONEWEB-0160,48060.0,87.9,0.0002039,13.13470439243846,334.9633,102.8666,257.2691,109.63322485041962,LEO
ONEWEB-0163,48061.0,87.9003,0.0001777,13.1346899124396,334.9595,71.0481,289.0841,109.63334571273016,LEO
ONEWEB-0159,48062.0,87.9012,0.0001631,13.13469223243898,334.9346,73.5129,286.6179,109.63332634803629,LEO
ONEWEB-0164,48063.0,87.901,0.0001772,13.13469141243873,334.9452,83.1362,276.9969,109.63333319245707,LEO
ONEWEB-0167,48064.0,87.9003,0.0002316,13.1346827124386,334.956,71.3276,288.8105,109.6334058101239,LEO
ONEWEB-0166,48065.0,87.9007,0.0001563,13.13470064243939,334.9313,78.2188,281.9116,109.6332561510562,LEO
ONEWEB-0151,48066.0,87.9002,0.0001854,13.13472890243873,334.9551,79.8331,280.3007,109.6330202698462,LEO
ONEWEB-0170,48067.0,87.8999,0.0002162,13.13469629243836,334.9554,88.3639,271.7737,109.6332924598346,LEO
ONEWEB-0168,48068.0,87.9008,0.0001711,13.13470417243849,334.9513,74.8701,285.2618,109.63322668672336,LEO
ONEWEB-0173,48069.0,87.9006,0.0001932,13.13468725244082,334.9589,70.3852,289.7486,109.63336791535745,LEO
ONEWEB-0171,48070.0,87.8997,0.0001827,13.13469030243901,334.9623,80.6768,279.4568,109.63334245746192,LEO
ONEWEB-0172,48071.0,87.9,0.0001875,13.13469457244792,334.9538,77.7087,282.4252,109.63330681633249,LEO
ONEWEB-0174,48072.0,87.8999,0.000158,13.13470613244116,334.9583,77.7309,282.3997,109.63321032690419,LEO
ONEWEB-0175,48073.0,87.9006,0.0002075,13.13472173243778,334.9305,81.3618,278.7746,109.63308011647831,LEO
ONEWEB-0177,48074.0,87.9007,0.0001657,13.13468777243962,334.9494,73.384,286.7471,109.63336357500155,LEO
ONEWEB-0178,48075.0,87.8992,0.0001983,13.1346870824401,334.9683,76.7497,283.3853,109.63336933432932,LEO
ONEWEB-0108,48076.0,87.9011,0.0001547,13.13469769243936,334.9418,86.2177,273.9129,109.63328077424255,LEO
ONEWEB-0169,48077.0,87.9,0.0001568,13.13468883242596,334.9497,85.5134,274.6175,109.63335472744761,LEO
GAOFEN-12 02,48079.0,97.9933,0.0006203,14.80235673270827,92.7642,108.6469,251.5416,97.28180626927335,LEO
STARLINK-2404,48093.0,53.1608,0.000138,15.30210896276572,36.2107,84.2656,275.8502,94.10467560412226,LEO
STARLINK-2412,48094.0,53.1611,0.0001505,15.30192408276433,46.5118,90.069,270.0483,94.10581259006354,LEO
STARLINK-2414,48095.0,53.1613,0.0001045,15.30203166276449,46.4984,87.5559,272.5561,94.10515098488871,LEO
STARLINK-2417,48096.0,53.1607,0.0001335,15.30203213276426,46.7687,82.4846,277.6307,94.1051480944622,LEO
STARLINK-2418,48097.0,53.1588,0.0001605,15.30198582276591,34.1357,102.8686,257.2495,94.10543289470338,LEO
STARLINK-2421,48098.0,53.1637,0.000181,15.30190247276568,36.3124,93.5851,266.5357,94.1059454903017,LEO
STARLINK-2428,48099.0,53.1629,0.0001762,15.30190838276369,49.7192,92.9062,267.2141,94.10590914411948,LEO
STARLINK-2430,48100.0,53.1633,0.000171,15.3019701827659,33.9221,94.4268,265.6928,94.10552907898253,LEO
STARLINK-2436,48101.0,53.1619,0.000159,15.30199350276574,36.324,86.4851,273.6331,94.10538566362148,LEO
STARLINK-2439,48104.0,53.1606,0.0001199,15.30201735276585,34.6703,87.9482,272.1656,94.10523898927086,LEO
STARLINK-2440,48105.0,53.1606,0.0001367,15.30168660277299,343.0442,86.5164,273.5993,94.10727309883875,LEO
STARLINK-2442,48106.0,53.1551,0.0001233,15.2936547027657,34.3919,97.0085,263.1056,94.15669622379998,LEO
STARLINK-2443,48107.0,53.1615,0.000126,15.30204727276576,34.4942,75.4289,284.6852,94.10505498586974,LEO
STARLINK-2448,48111.0,53.1595,0.0003145,15.33865766276587,35.8326,126.0504,234.0791,93.88044453821774,LEO
STARLINK-2449,48112.0,53.1625,0.0001741,15.30192429276396,49.1164,85.6428,274.4771,94.10581129857984,LEO
STARLINK-2450,48113.0,53.1618,0.0001474,15.30188606276417,46.5662,99.4034,260.7133,94.10604641110984,LEO
STARLINK-2452,48115.0,53.1619,0.0001401,15.30193235276542,36.7403,99.7955,260.3204,94.10576173013587,LEO
STARLINK-2454,48116.0,53.1626,0.0001779,15.3019015027642,46.5749,84.3855,275.7349,94.10595145576335,LEO
STARLINK-2455,48117.0,53.1608,0.0001789,15.30180067276589,34.2089,72.9822,287.1375,94.10657155944456,LEO
STARLINK-2459,48119.0,53.1638,0.0001854,15.30196713276586,33.8513,93.1666,266.9547,94.10554783617009,LEO
STARLINK-2460,48120.0,53.1604,0.0002517,15.3017472627638,49.5188,127.3037,232.8194,94.10690003384013,LEO
STARLINK-2462,48121.0,53.1621,0.0001374,15.30236749276561,36.2915,84.5792,275.5365,94.10308572714506,LEO
STARLINK-2464,48123.0,53.1639,0.0001729,15.30195269276599,33.9618,99.213,260.9066,94.10563664079037,LEO
STARLINK-2465,48124.0,53.1618,0.0001552,15.30199088276569,36.2652,104.5829,255.5344,94.10540177630361,LEO
STARLINK-2466,48125.0,53.1616,0.0001685,15.30196787276403,47.1008,113.4227,246.6951,94.10554328525652,LEO
STARLINK-2467,48126.0,53.1575,0.0001035,15.29777164276603,33.7934,130.9307,229.1784,94.13135675096467,LEO
STARLINK-2468,48127.0,53.1625,0.0001559,15.30196306276422,46.7029,93.1577,266.9602,94.10557286627456,LEO
STARLINK-2469,48128.0,53.1048,9.36e-05,15.20146551277234,345.5943,140.6571,219.4493,94.72770890346759,LEO
STARLINK-2471,48129.0,53.162,0.0001256,15.30199249276411,47.1259,101.3424,258.7718,94.10539187500818,LEO
STARLINK-2472,48130.0,53.1606,0.0001581,15.30187833276392,49.3971,107.0516,253.0658,94.10609395035611,LEO
STARLINK-2473,48131.0,53.161,0.0001309,15.30195626276561,34.7444,84.915,275.2,94.10561468561801,LEO
STARLINK-2474,48132.0,53.161,0.0001283,15.3020502727638,48.9769,120.9185,239.1942,94.10503653638256,LEO
STARLINK-2475,48133.0,53.1598,0.0001216,15.30196623276414,47.0673,83.7771,276.3369,94.10555337108981,LEO
STARLINK-2476,48134.0,53.1618,0.0001403,15.30191863276401,47.0999,92.9837,267.1324,94.10584610721398,LEO
STARLINK-2478,48135.0,53.1618,0.0001437,15.30200079276394,49.1215,99.3633,260.753,94.10534083104687,LEO
STARLINK-2479,48136.0,53.1598,0.0001209,15.30201273276424,46.8033,94.8389,265.275,94.10526740163485,LEO
STARLINK-2480,48137.0,53.138,0.0001632,15.25047716276577,34.9678,95.7793,264.3391,94.4232750641913,LEO
STARLINK-2481,48138.0,53.16,0.0001661,15.3017986227638,49.3096,92.5483,267.5708,94.10658416702574,LEO
STARLINK-2482,48139.0,53.1546,0.0003327,15.29357985276602,33.6826,69.8114,290.3244,94.15715704649486,LEO
STARLINK-2483,48140.0,53.1615,0.0001379,15.301941712764,47.4571,100.0363,260.0794,94.10570416686627,LEO
STARLINK-2485,48142.0,53.1603,0.0002028,15.2936415827659,34.1645,87.8552,272.2681,94.15677699827275,LEO
STARLINK-2486,48143.0,53.1596,0.0001452,15.31962650277282,343.4704,172.3247,187.7777,93.99706968961436,LEO
STARLINK-2487,48144.0,53.1566,0.0001926,15.29357290276594,33.6283,30.8497,329.2616,94.15719983520442,LEO
STARLINK-2491,48148.0,53.1619,0.0001022,15.30210302276413,46.6954,98.7106,261.401,94.10471213386735,LEO
STARLINK-2492,48149.0,53.159,0.0001401,15.29348419276594,33.6399,104.1875,255.9282,94.15774599493442,LEO
STARLINK-2493,48150.0,53.1585,0.0001816,15.29408085276584,34.2287,114.8257,245.2932,94.15407266789654,LEO
STARLINK-2503,48151.0,53.1604,0.0001451,15.301793952766,33.7355,124.5206,235.5932,94.10661288768048,LEO
SHIYAN-6 03 (SY-6 03),48157.0,99.532,0.0045378,13.77597064249283,107.6065,281.6071,77.9987,104.52983948428515,LEO
ONEWEB-0176,48210.0,87.894,0.0001761,13.14504056238578,304.5002,84.7618,275.3713,109.54701837288547,LEO
ONEWEB-0184,48211.0,87.8951,0.000249,13.14503215238551,304.4836,81.2312,278.91,109.5470884594736,LEO
ONEWEB-0179,48212.0,87.8931,0.0005159,13.69863974,304.2632,63.6294,196.8862,105.11992630882925,LEO
ONEWEB-0180,48213.0,87.8942,0.0001773,13.14504965238487,304.4845,76.1311,284.0016,109.54694261947841,LEO
ONEWEB-0218,48214.0,87.8941,0.0002479,13.1450404923864,304.4789,73.8596,286.2807,109.54701895624035,LEO
ONEWEB-0209,48215.0,87.893,0.0001596,13.14504369238645,304.5052,81.0438,279.0872,109.54699228835896,LEO
ONEWEB-0198,48216.0,87.8935,0.0001896,13.14504386238754,304.5087,73.9924,286.1414,109.54699087161906,LEO
ONEWEB-0189,48217.0,87.8942,0.0001848,13.14505910238493,304.4847,76.4469,283.6866,109.54686386603909,LEO
ONEWEB-0196,48218.0,87.8945,0.000172,13.14502425238494,304.4992,80.9037,279.2287,109.54715429594864,LEO
ONEWEB-0183,48219.0,87.8941,0.0001465,13.14504095238591,304.4889,87.0205,273.1093,109.54701512273574,LEO
ONEWEB-0185,48220.0,87.8943,0.0001354,13.14504138238513,304.4853,76.825,283.303,109.54701153924523,LEO
ONEWEB-0187,48221.0,87.893,0.0001605,13.1450499723853,304.5027,78.6217,281.5093,109.54693995268987,LEO
ONEWEB-0192,48222.0,87.8926,0.0001797,13.14504502238448,304.4983,85.8366,274.297,109.54698120454117,LEO
ONEWEB-0219,48223.0,87.894,0.0001545,13.14501873238646,304.4897,79.1289,281.0015,109.54720029817486,LEO
ONEWEB-0202,48224.0,87.894,0.0002288,13.14502927238621,304.5024,75.3792,284.7592,109.5471124606022,LEO
ONEWEB-0204,48225.0,87.8946,0.0001384,13.14501801238526,304.4906,89.6032,270.5256,109.54720629847974,LEO
ONEWEB-0205,48226.0,87.8939,0.0001604,13.14501326238536,304.4866,81.2725,278.8586,109.54724588377405,LEO
ONEWEB-0206,48227.0,87.8944,0.000167,13.14497758238487,304.494,92.2583,267.8738,109.54754323276246,LEO
ONEWEB-0182,48228.0,87.894,0.0001431,13.14504015238701,304.4906,88.932,271.1973,109.54702178969839,LEO
ONEWEB-0186,48229.0,87.8942,0.0001638,13.14501879238656,304.4762,82.486,277.6455,109.54719979814948,LEO
ONEWEB-0181,48230.0,87.893,0.0001747,13.14503985238503,304.5194,81.2818,278.8509,109.54702428982952,LEO
ONEWEB-0188,48231.0,87.8931,0.0001642,13.14504823238407,304.5246,85.3476,274.7841,109.54695445334492,LEO
ONEWEB-0220,48232.0,87.8941,0.0001542,13.14504156238674,304.4797,80.0027,280.1277,109.54701003916337,LEO
ONEWEB-0165,48233.0,87.8943,0.0001905,13.14503689238632,304.491,77.5784,282.5558,109.54704895762264,LEO
ONEWEB-0199,48234.0,87.8949,0.0001672,13.1450199123852,304.491,92.0966,268.0355,109.54719046437017,LEO
ONEWEB-0203,48235.0,87.8952,0.000183,13.14501669238546,304.4796,87.6856,272.4483,109.54721729902037,LEO
ONEWEB-0197,48236.0,87.8937,0.0001363,13.14502913238454,304.4802,90.8585,269.2701,109.54711362733819,LEO
ONEWEB-0194,48237.0,87.8945,0.0001862,13.14504131238625,304.5018,92.1119,268.0223,109.54701212259587,LEO
ONEWEB-0193,48238.0,87.8939,0.0002008,13.1450130523857,304.4909,97.3505,262.7853,109.54724763385862,LEO
ONEWEB-0191,48239.0,87.8942,0.0001515,13.14505364238439,304.4844,89.4791,270.6513,109.54690936801666,LEO
ONEWEB-0195,48240.0,87.8946,0.000189,13.14502509238424,304.4699,74.6923,285.4415,109.54714729561718,LEO
ONEWEB-0201,48241.0,87.8936,0.000133,13.14502495238653,304.4992,79.5175,280.6104,109.5471484623209,LEO
ONEWEB-0207,48242.0,87.8953,0.000143,13.14501279238568,304.4786,83.0886,277.0406,109.54724980063372,LEO
ONEWEB-0208,48243.0,87.894,0.0001864,13.14501809238574,304.4935,78.6844,281.4496,109.54720563177627,LEO
ONEWEB-0200,48244.0,87.8938,0.0001675,13.14503988238504,304.4737,82.8288,277.3032,109.54702403981797,LEO
ONEWEB-0217,48245.0,87.8944,0.0001877,13.14502868238446,304.4862,76.633,283.5009,109.54711737751715,LEO
PLEIADES NEO 3,48268.0,97.8935,0.0001316,14.81674181266739,170.2654,98.2154,261.9208,97.18735861138444,LEO
LEMUR-2-AMANDA-SVANTE,48269.0,97.5794,0.0004178,15.3016927226972,170.7381,143.4776,216.675,94.1072354605598,LEO
AII-BRAVO,48270.0,97.5688,0.0007062,15.02901511268495,150.7368,141.3531,218.8201,95.81466178609374,LEO
TYVAK-182A,48271.0,97.5794,0.0005276,15.05480268268705,154.4516,209.2212,150.8721,95.65053958867179,LEO
NORSAT 3,48272.0,97.5386,0.00076,15.04645040268724,153.3288,178.3654,181.7599,95.70363517383618,LEO
LEMUR-2-SPECIAL-K,48273.0,97.5682,0.0002178,15.49739276270188,176.6772,188.8267,171.2946,92.91885558103029,LEO
CSS (TIANHE),48274.0,41.4678,0.000377,15.61988078281593,52.9483,120.6138,239.5073,92.19020426738487,LEO
STARLINK-2567,48276.0,53.0881,0.0001255,15.13392633,291.4661,95.9673,309.698,95.15045657024815,LEO
STARLINK-2569,48277.0,53.1291,0.0001725,15.26083975273193,253.4801,306.2463,53.8376,94.35915869192043,LEO
STARLINK-2543,48278.0,53.1592,0.000103,15.30186122272951,267.9566,84.6869,275.425,94.1061991766735,LEO
STARLINK-2565,48280.0,53.0872,0.0001359,15.14342836,341.7594,94.5851,12.6423,95.09075262003617,LEO
STARLINK-2558,48282.0,53.1578,0.0001254,15.30186487272292,317.6278,83.0025,277.1119,94.10617672927839,LEO
STARLINK-2516,48283.0,53.158,0.0001149,15.30214034272315,317.0345,88.2744,271.8388,94.10448262453586,LEO
STARLINK-2564,48284.0,53.1621,0.000126,15.30197273272271,318.1758,96.0582,264.0562,94.10551339701532,LEO
STARLINK-2547,48286.0,53.1579,0.0001095,15.30208894272282,317.7429,83.7658,276.3468,94.10479872323691,LEO
STARLINK-2566,48287.0,53.16,0.000111,15.3019527327224,320.2394,103.3802,256.7323,94.10563639506204,LEO
STARLINK-2545,48289.0,53.1585,0.0001192,15.30190638272288,317.9092,91.4411,268.6726,94.10592144426391,LEO
STARLINK-2555,48291.0,53.158,9.21e-05,15.30194435272233,320.6009,96.6425,263.4681,94.10568793133882,LEO
STARLINK-2542,48292.0,53.1592,0.000118,15.30188750272293,317.4443,112.8685,247.2441,94.10603755541634,LEO
STARLINK-2550,48293.0,53.1596,0.0001227,15.30188988272288,317.8277,88.658,271.4562,94.10602291850766,LEO
STARLINK-2533,48294.0,53.1569,8.15e-05,15.30188861272281,317.7669,96.4802,263.6291,94.10603072895897,LEO
STARLINK-2535,48295.0,53.1609,0.0001544,15.30204972272285,317.9336,87.6202,272.4975,94.10503991904204,LEO
STARLINK-2559,48298.0,53.158,0.0001166,15.3018436927226,318.5336,102.812,257.3011,94.10630698605615,LEO
STARLINK-2557,48299.0,53.1587,0.0001194,15.30198712272258,318.8233,89.4173,270.6965,94.10542490012176,LEO
STARLINK-2538,48300.0,53.1609,0.0001418,15.30198310272113,330.3688,98.8076,261.3085,94.10544962266538,LEO
STARLINK-2537,48301.0,53.1595,0.0001275,15.3020430527206,333.0217,74.8543,285.2598,94.10508093845532,LEO
STARLINK-2530,48303.0,53.1599,8.79e-05,15.30221929272089,331.1735,125.8419,234.2664,94.10399710354389,LEO
STARLINK-2524,48304.0,53.0533,0.0001485,15.06418065271996,337.7268,79.6335,280.4821,95.59099384140725,LEO
STARLINK-2519,48305.0,53.0527,0.0001607,15.06447033271992,338.0735,95.7583,264.3589,95.58915568855618,LEO
STARLINK-2523,48306.0,53.0535,0.0001347,15.0642612627199,337.7601,83.3226,276.7917,95.59048232677847,LEO
